코드,회사명,외인지분율_최근,PBR_최근,시가총액_억,종가_최근,수급동행,지분율기준_6m,변화폭_6m,순위_6m,순매수억_외국인_6m,순매수억_기관_6m,순매수억_개인_6m,순매수억_사모_6m,주가등락pct_6m,주식수변동pct_6m,장외변동pct_6m,개인강도순위_6m,플래그_개인몰림_6m,강도pct_6m,강도순위_6m,플래그_주식수변동_6m,플래그_장외변동_6m,플래그_기관동반_6m,플래그_개인순매도_6m,지분율기준_3m,변화폭_3m,순위_3m,순매수억_외국인_3m,순매수억_기관_3m,순매수억_개인_3m,순매수억_사모_3m,주가등락pct_3m,주식수변동pct_3m,장외변동pct_3m,개인강도순위_3m,플래그_개인몰림_3m,강도pct_3m,강도순위_3m,플래그_주식수변동_3m,플래그_장외변동_3m,플래그_기관동반_3m,플래그_개인순매도_3m,지분율기준_1m,변화폭_1m,순위_1m,순매수억_외국인_1m,순매수억_기관_1m,순매수억_개인_1m,순매수억_사모_1m,주가등락pct_1m,주식수변동pct_1m,장외변동pct_1m,개인강도순위_1m,플래그_개인몰림_1m,강도pct_1m,강도순위_1m,플래그_주식수변동_1m,플래그_장외변동_1m,플래그_기관동반_1m,플래그_개인순매도_1m,지분율기준_1w,변화폭_1w,순위_1w,순매수억_외국인_1w,순매수억_기관_1w,순매수억_개인_1w,순매수억_사모_1w,주가등락pct_1w,주식수변동pct_1w,장외변동pct_1w,개인강도순위_1w,플래그_개인몰림_1w,강도pct_1w,강도순위_1w,플래그_주식수변동_1w,플래그_장외변동_1w,플래그_기관동반_1w,플래그_개인순매도_1w,강도유형
004650,창해에탄올,1.9697265625,0.49,850.0,9250.0,,1.580078125,0.39,731,-8.2,-4.8,13.3,-3.4,-2.22,0.0,0.58,516,False,-0.269,1247,False,False,False,False,1.4296875,0.54,505,3.4,0.5,-3.8,1.2,-14.35,0.0,0.15,,False,0.401,540,False,False,True,True,1.5595703125,0.41,504,1.7,0.7,-2.7,0.7,-0.96,0.0,0.18,,False,0.204,656,False,False,True,True,1.91015625,0.06,693,0.3,0.0,-0.3,,-0.43,0.0,0.02,,False,0.04,780,False,False,False,True,
004780,대륙제관,4.328125,0.39,627.0,3940.0,,3.310546875,1.02,531,7.3,14.9,-29.8,0.4,11.14,0.0,-0.15,,False,1.121,522,False,False,True,True,3.169921875,1.16,347,8.2,14.9,-31.2,0.4,-2.96,0.0,-0.2,,False,1.299,317,False,False,True,True,4.0703125,0.26,598,1.1,10.5,-11.9,,-2.11,0.0,0.07,,False,0.18,684,False,False,True,True,4.16015625,0.17,434,0.9,4.0,-5.0,,0.25,0.0,0.02,,False,0.152,421,False,False,True,True,지속
005160,동국산업,1.7099609375,0.33,1291.0,2380.0,,2.810546875,-1.1,1482,-17.7,0.6,17.6,0.1,-7.03,0.0,-0.03,423,False,-1.082,1526,False,False,True,False,2.400390625,-0.69,1258,-11.8,0.2,14.4,0.1,-30.51,0.0,0.1,466,False,-0.796,1299,False,False,True,False,1.76953125,-0.06,1142,1.0,0.0,0.4,,-13.61,0.0,-0.14,605,False,0.082,797,False,False,False,False,1.6396484375,0.07,665,1.5,-0.0,-1.5,,5.08,0.0,-0.04,,False,0.114,522,False,False,False,True,
005290,동진쎄미켐,14.6171875,2.07,22223.0,43600.0,,11.640625,2.98,221,1646.8,-443.6,-1066.5,-607.6,7.52,-0.86,-3.04,,False,5.907,74,False,True,False,True,14.609375,0.01,753,536.5,-273.4,-202.6,-123.6,-23.24,-0.86,-1.65,,False,1.53,279,False,True,False,True,15.9921875,-1.38,1698,-285.1,328.6,-31.9,-66.4,-27.69,0.0,-0.26,,False,-1.096,1626,False,False,True,True,15.0625,-0.45,1712,-127.7,58.0,66.1,-5.9,1.16,0.0,0.11,198,False,-0.552,1645,False,False,True,False,
0054V0,엔에이치스팩32호,0.35009765625,0.0,125.0,2010.0,,0.7099609375,-0.36,1239,-0.5,9.6,-10.2,3.0,0.5,0.0,-0.05,,False,-0.362,1291,False,False,True,True,0.340087890625,0.01,753,0.0,1.9,-2.2,0.4,-2.66,0.0,0.0,,False,0.011,780,False,False,True,True,0.360107421875,-0.01,1065,-0.0,1.3,-1.3,0.0,-1.47,0.0,0.0,,False,-0.013,986,False,False,True,True,0.360107421875,-0.01,1155,-0.0,-0.5,0.4,-0.4,-0.99,0.0,-0.0,168,False,-0.006,1065,False,False,False,False,
005670,푸드웰,3.5,0.59,638.0,6380.0,,3.01953125,0.48,698,3.9,-1.1,-3.2,0.1,3.57,0.0,-0.19,,False,0.645,694,False,False,False,True,3.349609375,0.15,644,1.0,0.1,-2.2,0.0,4.25,0.0,-0.03,,False,0.165,646,False,False,True,True,2.990234375,0.51,447,3.5,-0.5,-3.6,-0.5,-2.0,0.0,-0.07,,False,0.575,393,False,False,False,True,3.330078125,0.17,434,1.3,-0.0,-1.3,,5.28,0.0,-0.03,,False,0.21,305,False,False,False,True,스파이크
005710,대원산업,14.796875,0.36,2126.0,10610.0,,13.8984375,0.9,561,19.6,0.2,-35.7,9.2,-18.38,0.0,0.12,,False,0.77,650,False,False,True,True,13.8203125,0.98,386,17.1,19.4,-43.2,22.3,-17.82,0.0,0.27,,False,0.702,439,False,False,True,True,14.3671875,0.43,491,2.9,3.4,-7.2,3.6,-4.5,0.0,0.29,,False,0.138,733,False,False,True,True,14.8203125,-0.02,1215,2.2,0.1,-2.1,,3.82,0.0,-0.13,,False,0.104,551,False,False,True,True,지속
005860,한일사료,3.130859375,0.58,950.0,2410.0,,1.5595703125,1.57,395,11.3,1.1,-13.5,0.0,-19.4,0.0,0.21,,False,1.369,458,False,False,True,True,4.921875,-1.79,1585,-28.2,-0.1,27.2,,-40.27,0.0,0.42,228,False,-2.204,1641,False,False,False,False,5.19921875,-2.07,1761,-31.0,-0.1,29.5,,-6.41,0.0,0.51,38,False,-2.614,1729,False,False,False,False,5.7890625,-2.66,1809,-34.1,-0.0,32.8,,-0.82,0.0,0.34,6,True,-3.05,1731,False,False,False,False,
005990,매일홀딩스,1.08984375,0.3,1412.0,10620.0,,1.150390625,-0.06,1101,0.5,-4.2,0.1,-1.2,-1.39,0.0,-0.11,721,False,0.031,1038,False,False,False,False,1.150390625,-0.06,905,-0.7,-1.6,1.4,-0.2,-4.67,0.0,-0.03,825,False,-0.052,849,False,False,False,False,1.16015625,-0.07,1151,-0.6,-0.2,0.9,,-2.93,0.0,-0.02,567,False,-0.046,1056,False,False,False,False,1.099609375,-0.01,1155,-0.0,-0.0,0.0,,4.32,0.0,-0.01,698,False,0.0,986,False,False,False,False,
006050,국영지앤엠,9.75,0.35,188.0,540.0,,7.41015625,2.34,285,2.5,-0.0,-3.7,,-57.11,0.0,-0.11,,False,2.278,306,False,False,False,True,8.65625,1.09,368,-2.2,-0.0,-0.7,,-62.81,0.0,-0.19,,False,1.136,346,False,False,False,True,8.09375,1.66,123,1.1,-0.0,-0.9,,-4.42,0.0,0.89,,False,0.707,319,False,False,False,True,9.53125,0.22,348,0.2,-0.0,-0.2,,20.0,0.0,0.09,,False,0.125,489,False,False,False,True,
006140,피제이전자,2.9609375,0.48,675.0,4540.0,,0.669921875,2.29,291,23.9,-5.5,-16.4,-0.5,-54.46,-0.9,-0.14,,False,2.484,278,False,False,False,True,3.810546875,-0.85,1325,-9.5,-1.5,11.2,-0.6,-36.5,-0.9,-0.17,515,False,-0.689,1255,False,False,False,False,3.060546875,-0.1,1188,-0.9,0.1,0.7,,-10.1,0.0,0.02,536,False,-0.121,1163,False,False,True,False,2.98046875,-0.02,1215,0.1,-0.3,0.1,,5.46,0.0,-0.03,571,False,0.012,916,False,False,False,False,
006620,동구바이오제약,2.009765625,0.65,1042.0,3660.0,,3.4296875,-1.42,1549,-18.5,8.1,6.6,-1.2,-29.48,0.0,0.15,569,False,-1.496,1599,False,False,True,False,4.44921875,-2.44,1684,-40.2,7.9,22.2,,-31.46,0.0,0.3,355,False,-2.758,1684,False,False,True,False,1.75,0.26,598,2.6,0.1,-2.9,,-10.84,0.0,-0.02,,False,0.251,603,False,False,True,True,2.060546875,-0.05,1326,0.9,-0.0,-0.9,,-2.01,0.0,-0.14,,False,0.089,602,False,False,False,True,
006730,서부T&D,16.625,0.59,6363.0,9900.0,,16.765625,-0.14,1146,158.2,111.0,-147.1,-162.7,-27.53,-1.0,-0.63,,False,1.045,545,True,False,True,True,20.703125,-4.08,1766,-364.6,187.5,176.4,-29.4,-26.83,-1.0,0.52,220,False,-4.591,1745,True,False,True,False,18.984375,-2.36,1773,-215.8,184.5,33.9,3.2,-13.31,-1.0,0.58,302,False,-3.087,1737,True,False,True,False,17.984375,-1.36,1792,-48.8,33.3,15.8,-4.3,-3.88,0.0,-0.66,223,False,-0.697,1673,False,False,True,False,
0068Y0,비엔케이제3호스팩,0.4599609375,0.0,85.0,1983.0,,0.6201171875,-0.16,1157,-0.1,-2.5,0.5,-4.6,-0.2,0.0,0.04,501,False,-0.12,1152,False,False,False,False,0.469970703125,-0.01,865,-0.0,-0.9,0.4,-0.7,-1.1,0.0,-0.0,640,False,-0.002,809,False,False,False,False,0.4599609375,0.0,913,-0.0,-1.1,1.1,-0.9,-0.85,0.0,0.0,119,False,0.0,948,False,False,False,False,0.469970703125,-0.01,1155,-0.0,-0.5,0.5,-0.5,-0.05,0.0,-0.01,81,False,0.0,986,False,False,False,False,
006910,보성파워텍,7.51171875,2.88,3184.0,6480.0,,14.2109375,-6.7,1776,-402.7,-10.9,401.1,-0.7,20.45,0.0,-0.3,83,False,-6.381,1766,False,False,False,False,7.5,0.01,753,-17.3,-0.4,32.5,0.0,-39.27,0.0,-0.32,,False,0.453,521,False,False,False,False,8.34375,-0.83,1628,-13.9,0.5,15.8,0.1,-27.6,0.0,-1.11,,False,0.345,525,False,True,True,False,7.0390625,0.47,142,6.2,0.0,-6.1,,0.93,0.0,0.3,,False,0.169,374,False,False,False,True,
006920,모헨즈,1.1796875,1.12,340.0,3110.0,,4.5,-3.32,1720,-28.9,3.8,27.7,0.0,-0.32,0.0,-0.35,243,False,-2.986,1711,False,False,True,False,2.55078125,-1.37,1493,-7.9,3.5,4.2,,-43.66,0.0,-0.1,675,False,-1.294,1463,False,False,True,False,1.08984375,0.09,754,1.6,0.2,-1.4,,-19.53,0.0,-0.4,,False,0.476,453,False,False,True,True,0.89990234375,0.28,275,0.9,0.0,-0.9,,-9.46,0.0,0.03,,False,0.25,251,False,False,False,True,
0071M0,삼성스팩11호,0.409912109375,0.0,115.0,1995.0,,0.469970703125,-0.06,1101,-0.1,5.2,-7.0,1.3,-2.21,0.0,-0.03,,False,-0.054,1117,False,False,True,True,0.39990234375,0.01,753,0.0,0.8,-1.0,1.0,-1.72,0.0,-0.01,,False,0.011,780,False,False,True,True,0.429931640625,-0.02,1086,-0.0,-0.7,0.7,-0.7,-1.24,0.0,-0.0,271,False,-0.016,996,False,False,False,False,0.409912109375,0.0,908,0.0,-0.6,0.6,-0.5,-0.75,0.0,-0.0,117,False,0.001,974,False,False,False,False,
0072Z0,KB제33호스팩,5.03125,0.0,156.0,1978.0,,4.98828125,0.04,938,0.1,-2.7,1.4,-1.5,-0.6,0.0,0.0,464,False,0.042,1017,False,False,False,False,5.08984375,-0.06,905,-0.1,-3.1,3.1,-1.0,-1.35,0.0,-0.0,247,False,-0.059,854,False,False,False,False,5.19921875,-0.17,1267,-0.3,-2.0,2.2,-1.4,-0.95,0.0,-0.01,107,False,-0.164,1208,False,False,False,False,5.0390625,-0.01,1155,-0.0,-0.9,0.9,-0.8,-0.85,0.0,-0.01,92,False,-0.001,1018,False,False,False,False,
007330,푸른저축은행,2.279296875,0.37,1543.0,10230.0,,1.4501953125,0.83,581,4.0,15.1,61.9,8.9,2.51,0.0,0.55,229,False,0.261,867,False,False,True,False,2.380859375,-0.1,932,-12.9,13.5,82.4,9.0,-3.85,0.0,0.67,85,False,-0.786,1296,False,False,True,False,2.060546875,0.22,630,-2.5,2.4,0.2,,-4.12,0.0,0.37,637,False,-0.162,1206,False,False,True,False,1.900390625,0.38,189,0.1,0.7,-0.8,,-0.58,0.0,0.37,,False,0.009,931,False,False,True,True,스파이크
007370,진양제약,2.650390625,0.34,551.0,3895.0,,2.3203125,0.33,758,1.3,-0.1,-2.7,0.0,-20.43,0.0,0.05,,False,0.276,859,False,False,False,True,3.2890625,-0.64,1234,-4.6,0.0,4.2,0.0,-17.83,0.0,-0.01,617,False,-0.626,1222,False,False,False,False,2.439453125,0.21,643,0.7,-0.0,-0.8,,-5.0,0.0,0.06,,False,0.14,729,False,False,False,True,2.669921875,-0.02,1215,0.0,-0.0,-0.0,,1.83,0.0,-0.02,,False,0.002,971,False,False,False,False,
007390,네이처셀,7.83984375,25.56,16109.0,25000.0,,8.1015625,-0.26,1204,51.6,475.5,-516.7,8.3,23.46,0.0,-0.46,,False,0.228,889,False,False,True,True,8.8984375,-1.06,1403,-58.8,-60.3,120.2,-7.9,21.36,0.0,-0.62,458,False,-0.453,1133,False,False,False,False,8.7734375,-0.93,1643,-148.4,95.8,51.0,-4.4,-18.17,0.0,0.0,383,False,-0.952,1602,False,False,True,False,8.4375,-0.6,1741,-102.5,13.6,86.7,0.7,-11.5,0.0,0.04,99,False,-0.638,1664,False,False,True,False,
007530,와이엠,0.3701171875,0.72,413.0,1856.0,,0.280029296875,0.09,897,0.3,-0.3,-12.0,,-22.67,0.0,-0.0,,False,0.06,1002,False,False,False,True,0.330078125,0.04,712,0.2,0.0,-4.3,,-22.02,0.0,-0.03,,False,0.033,729,False,False,False,True,0.39990234375,-0.03,1107,-0.1,0.0,-0.9,,-11.62,0.0,-0.0,,False,-0.026,1019,False,False,False,True,0.39990234375,-0.03,1262,-0.0,-0.1,0.1,,-4.23,0.0,-0.02,584,False,-0.008,1078,False,False,False,False,
007680,대원,0.64013671875,0.17,462.0,3495.0,,0.89013671875,-0.25,1199,-1.5,0.5,1.6,0.0,-15.88,-1.66,-0.02,670,False,-0.103,1140,True,False,True,False,0.2900390625,0.35,562,-0.7,-0.0,1.1,0.0,-21.28,-1.66,0.37,868,False,0.053,705,True,False,False,False,0.4599609375,0.18,679,-0.6,-0.4,1.3,0.0,-7.05,-1.66,0.19,538,False,0.059,828,True,False,False,False,0.469970703125,0.17,434,1.0,-0.2,-0.8,-0.2,-16.88,0.0,-0.03,,False,0.211,301,False,False,False,True,
007720,소노스퀘어,1.669921875,0.34,254.0,1258.0,,2.130859375,-0.46,1287,0.8,-0.4,-1.5,,107.93,-80.0,-11.68,,False,0.511,747,True,True,False,True,2.869140625,-1.2,1451,-3.2,0.0,3.6,,198.81,-80.0,-10.79,660,False,-0.414,1113,True,True,False,False,2.640625,-0.97,1649,-0.9,-0.0,0.8,,320.74,-80.0,-11.2,577,False,-0.067,1099,True,True,False,False,2.650390625,-0.98,1776,-0.9,-0.0,0.8,,320.74,-80.0,-11.25,487,False,-0.067,1298,True,True,False,False,
007770,한일화학,2.330078125,0.26,228.0,6500.0,,2.439453125,-0.11,1124,-0.3,-0.1,0.4,,-18.55,0.0,0.05,666,False,-0.129,1160,False,False,False,False,2.44921875,-0.12,943,-0.3,0.0,0.2,,-16.67,0.0,0.01,835,False,-0.104,894,False,False,False,False,2.380859375,-0.05,1133,-0.0,0.0,0.2,,-12.04,0.0,-0.03,550,False,-0.014,989,False,False,False,False,2.349609375,-0.02,1215,-0.0,-0.0,0.1,,-0.76,0.0,-0.0,517,False,-0.016,1116,False,False,False,False,
007820,엠엑스로보틱스,2.8203125,1.01,541.0,2700.0,,3.05078125,-0.23,1185,-26.2,5.6,31.3,-1.7,-46.95,0.0,0.75,348,False,-0.954,1496,False,False,True,False,3.26953125,-0.45,1137,-11.8,-1.7,22.1,-0.7,-45.89,0.0,0.14,291,False,-0.617,1218,False,False,False,False,2.3203125,0.5,455,3.1,-0.6,-2.0,,-22.53,0.0,-0.05,,False,0.557,406,False,False,False,True,2.669921875,0.15,475,-0.2,-0.1,0.4,,1.69,0.0,0.21,427,False,-0.059,1278,False,False,False,False,
008290,원풍물산,3.169921875,0.47,69.0,338.0,,3.310546875,-0.14,1146,-0.7,0.1,1.1,,-24.55,-50.0,-3.81,,False,0.41,788,True,True,True,False,3.75,-0.58,1204,-0.9,-0.2,1.0,,-14.65,-50.0,-3.85,742,False,-0.267,1009,True,True,False,False,3.740234375,-0.57,1538,-0.3,0.0,0.3,,-36.82,0.0,-0.32,429,False,-0.291,1326,False,False,False,False,3.369140625,-0.2,1575,0.2,0.0,-0.1,,20.71,0.0,-0.36,,False,0.323,163,False,False,False,True,
0082N0,카나프테라퓨틱스,5.05859375,10.9,1641.0,12370.0,,,,,73.1,-660.9,862.7,-115.1,,,,,False,,,False,False,False,False,0.75,4.31,84,77.9,-137.7,137.2,-41.6,-68.2,1.31,1.04,189,False,3.275,131,True,True,False,False,3.44921875,1.61,127,11.3,-7.9,-4.3,-7.0,-34.89,0.0,0.97,,False,0.631,360,False,False,False,True,4.921875,0.14,498,0.3,1.4,-1.7,-0.1,-1.28,0.0,0.11,,False,0.027,837,False,False,True,True,지속
008370,원풍,1.3798828125,0.54,574.0,4785.0,,1.2197265625,0.16,853,0.6,-0.4,-0.5,,-1.75,0.0,0.01,,False,0.121,959,False,False,False,True,0.97021484375,0.41,544,2.4,0.0,-2.6,,-9.38,0.0,-0.02,,False,0.395,544,False,False,False,True,1.2900390625,0.09,754,0.6,-0.0,-0.6,,-6.18,0.0,-0.03,,False,0.105,770,False,False,False,True,1.3798828125,0.0,908,0.1,-0.0,-0.1,,-2.05,0.0,-0.01,,False,0.009,931,False,False,False,True,지속
008470,부스타,1.7802734375,0.34,281.0,3340.0,,1.5302734375,0.25,803,0.1,-0.1,-10.8,-0.1,-14.47,0.0,0.21,,False,0.023,1053,False,False,False,True,1.509765625,0.27,593,0.2,0.2,-4.5,,-17.12,0.0,0.22,,False,0.054,704,False,False,True,True,1.73046875,0.05,805,0.1,-0.1,-1.6,,1.67,0.0,0.02,,False,0.032,863,False,False,False,True,1.75,0.03,799,-0.1,0.0,-0.8,,-10.46,0.0,0.07,,False,-0.04,1222,False,False,False,True,
008830,대동기어,2.810546875,1.21,809.0,9000.0,,2.099609375,0.71,617,-13.1,-2.1,20.3,-0.1,-48.54,0.0,-0.62,,False,1.387,455,False,False,False,False,2.05078125,0.76,428,16.4,-2.5,-15.5,,-57.75,0.0,-1.07,,False,1.899,245,False,True,False,True,1.4296875,1.38,159,12.5,-7.2,-4.0,,-34.16,0.0,-0.12,,False,1.481,138,False,False,False,True,2.66015625,0.15,475,2.6,-5.7,3.7,,-10.27,0.0,-0.14,124,False,0.289,214,False,False,False,False,지속
0088D0,메리츠제1호스팩,0.1600341796875,0.0,123.0,2130.0,,0.759765625,-0.6,1339,-0.6,-5.8,5.7,0.7,5.97,0.0,-0.07,141,False,-0.513,1358,False,False,False,False,0.1600341796875,0.0,771,0.0,-2.7,2.7,-0.6,-2.96,0.0,0.05,214,False,0.001,797,False,False,False,False,0.1600341796875,0.0,913,-0.0,-2.7,2.5,-0.7,-1.39,0.0,0.0,61,False,-0.003,966,False,False,False,False,0.1700439453125,-0.01,1155,-0.0,-0.6,0.6,-0.3,0.24,0.0,0.0,121,False,-0.01,1086,False,False,False,False,
0088M0,메쥬,5.16015625,10.84,1285.0,13000.0,,,,,81.4,-162.4,559.2,-116.3,,,,,False,,,False,False,False,False,2.630859375,2.53,191,72.0,-34.0,133.9,-33.8,-65.61,1.69,-0.51,128,False,3.039,145,True,False,False,False,3.810546875,1.35,168,17.9,-19.5,12.5,-12.3,-32.29,0.0,-0.16,175,False,1.305,172,False,False,False,False,5.33984375,-0.18,1552,-4.4,2.8,0.6,-0.2,-10.34,0.0,0.14,468,False,-0.317,1570,False,False,True,False,
0091W0,신영스팩11호,0.1400146484375,0.0,122.0,2015.0,,0.52978515625,-0.39,1255,-0.4,5.7,-6.7,4.1,-0.74,0.0,-0.03,,False,-0.355,1283,False,False,True,True,0.1300048828125,0.01,753,0.0,-0.7,0.4,-0.8,-1.95,0.0,-0.01,708,False,0.02,766,False,False,False,False,0.1300048828125,0.01,883,0.0,-1.8,1.8,-1.9,-0.49,0.0,0.0,97,False,0.006,923,False,False,False,False,0.1700439453125,-0.03,1262,0.0,-0.0,-0.0,-0.0,0.25,0.0,-0.03,,False,0.0,986,False,False,False,False,
009300,삼아제약,2.740234375,0.33,798.0,12520.0,,1.0595703125,1.68,382,5.3,25.2,-29.5,25.2,-18.65,0.0,1.17,,False,0.515,745,False,True,True,True,1.349609375,1.39,310,3.4,7.0,-9.7,7.0,-24.44,0.0,1.06,,False,0.33,572,False,True,True,True,1.6796875,1.06,225,0.1,0.3,-0.4,0.3,-9.28,0.0,1.04,,False,0.013,897,False,True,True,True,2.7109375,0.03,799,0.0,-0.0,-0.0,,1.13,0.0,0.03,,False,0.004,961,False,False,False,False,
0093G0,미래에셋비전스팩8호,0.5400390625,0.0,126.0,1975.0,,0.66015625,-0.12,1129,-0.1,11.5,-12.1,4.6,-0.6,0.0,-0.07,,False,-0.067,1122,False,False,True,True,0.509765625,0.03,721,0.0,1.1,-1.5,-0.3,-1.5,0.0,-0.06,,False,0.027,743,False,False,True,True,0.52978515625,0.01,883,0.0,-1.1,0.9,-0.8,-1.05,0.0,-0.06,232,False,0.007,917,False,False,False,False,0.5400390625,0.0,908,0.0,-0.5,0.4,-0.6,-1.05,0.0,-0.03,169,False,0.001,974,False,False,False,False,지속
009520,포스코엠텍,7.12890625,3.87,4427.0,10630.0,,7.328125,-0.2,1172,83.2,159.1,-239.7,-10.2,-46.26,0.0,-1.21,,False,1.045,545,False,True,True,True,6.78125,0.35,562,31.3,-36.6,0.9,-6.0,-41.98,0.0,-0.09,,False,0.426,533,False,False,False,False,6.890625,0.24,616,2.5,17.6,-20.4,-6.0,-30.02,0.0,0.19,,False,0.05,839,False,False,True,True,6.94921875,0.18,416,2.5,3.1,-5.7,0.2,-2.39,0.0,0.13,,False,0.049,741,False,False,True,True,
009620,삼보산업,2.33984375,10.79,138.0,788.0,,5.12890625,-2.79,1699,-8.9,0.0,0.5,,-46.76,6.63,-1.42,,False,-1.942,1652,True,True,False,False,3.98046875,-1.64,1556,-1.2,0.0,-6.6,,-22.06,6.63,-1.56,,False,-0.42,1115,True,True,False,True,2.7109375,-0.37,1428,-0.4,0.0,-6.2,,45.39,0.0,-0.63,,False,0.167,700,False,False,False,True,2.689453125,-0.35,1687,0.5,-0.0,-0.7,,20.86,0.0,-0.73,,False,0.404,123,False,False,False,True,
0096B0,삼성스팩12호,0.409912109375,0.0,131.0,1988.0,,1.1298828125,-0.72,1374,-1.0,28.4,-29.3,16.4,-9.02,0.0,0.18,,False,-0.703,1426,False,False,True,True,0.389892578125,0.02,733,0.0,7.3,-8.0,5.0,-1.34,0.0,0.03,,False,0.033,729,False,False,True,True,0.409912109375,0.0,913,0.0,3.1,-3.1,1.6,-0.6,0.0,-0.0,,False,0.01,905,False,False,True,True,0.419921875,-0.01,1155,-0.0,0.2,-0.2,0.2,0.05,0.0,-0.01,,False,-0.004,1046,False,False,True,True,
0096D0,미래에셋비전스팩9호,0.68994140625,0.0,109.0,1980.0,,0.990234375,-0.3,1219,-0.3,6.7,-7.2,2.4,0.0,0.0,0.04,,False,-0.313,1266,False,False,True,True,0.66015625,0.03,721,0.0,3.0,-3.8,1.7,-1.25,0.0,-0.1,,False,0.025,751,False,False,True,True,0.68994140625,0.0,913,-0.0,0.8,-0.9,0.6,-2.7,0.0,-0.09,,False,-0.008,976,False,False,True,True,0.68994140625,0.0,908,-0.0,-0.2,0.1,-0.2,-0.95,0.0,-0.04,355,False,-0.004,1046,False,False,False,False,
009730,이렘,2.080078125,0.28,130.0,181.0,,1.8896484375,0.19,833,2.4,0.1,-2.6,,-68.47,16.0,-1.39,,False,1.965,351,True,True,True,True,2.0390625,0.04,712,2.6,0.1,-2.4,,-63.21,0.0,-1.31,,False,1.303,314,False,True,True,True,3.0703125,-0.99,1651,0.4,0.1,-0.5,,-12.98,0.0,-1.28,,False,0.276,580,False,True,True,True,2.080078125,0.0,908,,,,,0.0,0.0,0.0,,False,,,False,False,False,False,
009780,엠에스씨,2.150390625,0.56,1063.0,6040.0,,2.439453125,-0.29,1213,-4.7,-0.1,1.0,,-16.69,0.0,0.11,693,False,-0.405,1316,False,False,False,False,2.560546875,-0.41,1122,-4.6,-0.6,2.3,,-17.37,0.0,0.01,768,False,-0.422,1118,False,False,False,False,2.140625,0.01,883,-0.2,-0.0,-1.0,,-2.89,0.0,0.03,,False,-0.016,996,False,False,False,True,2.140625,0.01,867,-0.0,0.0,-0.1,,-0.66,0.0,0.01,,False,-0.001,1018,False,False,False,True,스파이크
0097F0,미래에셋비전스팩10호,0.35009765625,0.0,130.0,1995.0,,0.740234375,-0.39,1255,-0.5,8.0,-8.9,-6.8,0.45,0.0,0.03,,False,-0.396,1309,False,False,True,True,0.330078125,0.02,733,0.0,2.9,-3.7,0.4,-0.25,0.0,-0.01,,False,0.029,740,False,False,True,True,0.330078125,0.02,855,0.0,0.0,-0.1,-0.1,-0.25,0.0,0.01,,False,0.014,893,False,False,False,True,0.35009765625,0.0,908,-0.0,-0.2,0.1,-0.3,-0.15,0.0,0.0,379,False,-0.002,1027,False,False,False,False,
0098T0,교보19호스팩,0.1600341796875,0.0,107.0,1989.0,,0.7099609375,-0.55,1323,-0.6,-0.6,-0.9,-7.3,-1.53,0.0,0.04,,False,-0.552,1373,False,False,False,True,0.1400146484375,0.02,733,0.0,3.4,-4.0,1.6,-2.74,0.0,-0.0,,False,0.022,760,False,False,True,True,0.1600341796875,0.0,913,-0.0,0.5,-0.6,-0.4,-2.5,0.0,0.0,,False,-0.003,966,False,False,True,True,0.1600341796875,0.0,908,-0.0,-0.5,0.5,-0.5,-0.55,0.0,0.01,122,False,-0.007,1068,False,False,False,False,
0099W0,미래에셋비전스팩11호,0.360107421875,0.0,140.0,1993.0,,0.72998046875,-0.37,1244,-0.5,10.5,-10.6,-5.7,0.45,0.0,0.0,,False,-0.367,1292,False,False,True,True,0.360107421875,0.0,771,0.0,6.3,-6.4,1.3,-0.85,0.0,0.06,,False,0.027,743,False,False,True,True,0.35009765625,0.01,883,0.0,2.0,-1.8,0.5,-0.6,0.0,0.0,,False,0.013,897,False,False,True,True,0.360107421875,0.0,908,-0.0,-0.1,0.0,-0.2,-0.35,0.0,0.0,609,False,0.0,986,False,False,False,False,
0099X0,IBKS제25호스팩,0.029998779296875,0.0,130.0,2180.0,,0.7001953125,-0.67,1362,-0.8,9.1,-9.5,2.3,4.06,0.0,-0.76,,False,-0.597,1394,False,False,True,True,0.040008544921875,-0.01,865,-0.0,5.6,-5.7,2.2,1.16,0.0,-0.07,,False,-0.004,814,False,False,True,True,0.029998779296875,0.0,913,0.0,1.2,-1.2,-0.1,2.83,0.0,-0.0,,False,0.002,938,False,False,True,True,0.029998779296875,0.0,908,,,,,0.0,0.0,0.0,,False,,,False,False,False,False,
010170,대한광통신,4.69140625,21.28,16015.0,10300.0,,1.5400390625,3.15,207,-1440.6,-1095.1,2687.5,-279.5,238.82,17.8,0.55,94,False,3.004,239,True,False,False,False,7.05859375,-2.37,1670,-1954.3,39.9,2022.3,-66.4,-31.42,0.0,1.08,78,False,-3.73,1726,False,True,True,False,1.0400390625,3.65,34,631.5,-81.5,-318.2,-11.8,-46.91,0.0,0.23,,False,3.374,35,False,False,False,True,5.7109375,-1.02,1779,-331.3,-17.7,333.5,-1.5,-3.29,0.0,0.64,18,True,-1.718,1720,False,False,False,False,
